Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF1 Spectral Count	sBC_nORF2 Spectral Count	sBC_nORF1 Unique Spectral Count	sBC_nORF2 Unique Spectral Count	sBC_nORF1 Total Spectral Count	sBC_nORF2 Total Spectral Count	sBC_nORF1 Intensity	sBC_nORF2 Intensity	sBC_nORF1 Unique Intensity	sBC_nORF2 Unique Intensity	sBC_nORF1 Total Intensity	sBC_nORF2 Total Intensity	Indistinguishable Proteins
ENSG00000184378.2_169769475_169767432_357	ENSG00000184378.2_169769475_169767432_357			357	51.30				1.0000	0.9990	12	19	19	19	12	7	12	7	12	7	5.7458918E8	2.58078944E8	5.7458918E8	2.58078944E8	5.7458918E8	2.58078944E8	
ENSG00000184381.18_38169426_38112161_806	ENSG00000184381.18_38169426_38112161_806			806	35.60				1.0000	0.9990	25	41	41	41	25	16	25	16	25	16	2.03290064E8	1.4167767E9	2.03290064E8	1.4167767E9	2.03290064E8	1.4167767E9	
ENSG00000184384.13_96341895_95978948_1156	ENSG00000184384.13_96341895_95978948_1156			1156	27.10				1.0000	0.9990	22	42	42	42	24	18	24	18	24	18	5.8478688E8	1.11336432E8	5.8478688E8	1.11336432E8	5.8478688E8	1.11336432E8	
ENSG00000184402.14_62158672_62179208_373	ENSG00000184402.14_62158672_62179208_373			373	8.30				1.0000	0.9990	2	13	13	13	5	8	5	8	5	8	4.37580928E8	9.9940147E8	4.37580928E8	9.9940147E8	4.37580928E8	9.9940147E8	
ENSG00000184428.12_143334861_143309441_601	ENSG00000184428.12_143334861_143309441_601			601	48.80				1.0000	0.9990	35	46	46	92	20	26	20	26	45	47	9.3409984E8	2.73578931E9	9.3409984E8	2.73578931E9	1.26335345E10	1.00132741E10	
ENSG00000184432.9_139389550_139357863_906	ENSG00000184432.9_139389550_139357863_906			906	81.10				1.0000	0.9990	75	533	533	533	243	290	243	290	243	290	1.95831685E10	1.98439076E10	1.95831685E10	1.98439076E10	1.95831685E10	1.98439076E10	
ENSG00000184436.11_21002096_21000771_87	ENSG00000184436.11_21002096_21000771_87			87	39.10				1.0000	0.9990	4	7	7	7	4	3	4	3	4	3	7.6660352E7	0.0	7.6660352E7	0.0	7.6660352E7	0.0	
ENSG00000184445.11_122530064_122626228_2209	ENSG00000184445.11_122530064_122626228_2209			2209	28.10				1.0000	0.9990	64	111	111	111	71	40	71	40	71	40	1.12358779E10	3.45324448E8	1.12358779E10	3.45324448E8	1.12358779E10	3.45324448E8	
ENSG00000184465.15_169689005_169457592_895	ENSG00000184465.15_169689005_169457592_895			895	39.30				1.0000	0.9990	26	39	39	39	20	19	20	19	20	19	2.24079312E8	3.33423744E8	2.24079312E8	3.33423744E8	2.24079312E8	3.33423744E8	
ENSG00000184470.20_19941794_19877111_519	ENSG00000184470.20_19941794_19877111_519			519	51.10				1.0000	0.9990	25	86	22	86	49	37	12	10	49	37	3.58958336E9	2.88704205E9	1.80633344E9	8.877655E8	3.58958336E9	2.88704205E9	
ENSG00000184481.16_71096529_71102084_505	ENSG00000184481.16_71096529_71102084_505			505	32.90				1.0000	0.9990	15	29	29	32	11	18	11	18	14	18	8.6623136E7	1.33772621E9	8.6623136E7	1.33772621E9	8.6623136E7	1.33772621E9	
ENSG00000184500.14_93973749_93874245_676	ENSG00000184500.14_93973749_93874245_676			676	51.60				1.0000	0.9990	42	105	105	105	58	47	58	47	58	47	2.70713011E9	3.05845862E9	2.70713011E9	3.05845862E9	2.70713011E9	3.05845862E9	
ENSG00000184502.3_41715437_41715872_101	ENSG00000184502.3_41715437_41715872_101			101	67.30				1.0000	0.9990	10	82	82	82	39	43	39	43	39	43	7.1814021E10	4.5036966E10	7.1814021E10	4.5036966E10	7.1814021E10	4.5036966E10	
ENSG00000184515.10_102154265_102153930_111	ENSG00000184515.10_102154265_102153930_111			111	59.50				1.0000	0.9990	4	6	6	6	5	1	5	1	5	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000184517.11_75152952_75170334_407	ENSG00000184517.11_75152952_75170334_407			407	32.90				1.0000	0.9990	13	19	19	23	11	8	11	8	13	10	9.1309856E8	1.59359424E8	9.1309856E8	1.59359424E8	9.0239251E8	3.1116816E8	
ENSG00000184545.10_1565796_1556518_615	ENSG00000184545.10_1565796_1556518_615			615	41.00				1.0000	0.9990	20	37	36	37	18	19	18	18	18	19	3.09722656E8	9.5756813E8	3.71902496E8	8.944631E8	3.09722656E8	9.5756813E8	
ENSG00000184564.8_85796508_85793983_841	ENSG00000184564.8_85796508_85793983_841			841	32.70				1.0000	0.9990	23	33	33	33	20	13	20	13	20	13	2.97395456E8	8.2240288E7	2.97395456E8	8.2240288E7	2.97395456E8	8.2240288E7	
ENSG00000184575.11_64410036_64448131_962	ENSG00000184575.11_64410036_64448131_962			962	45.10				1.0000	0.9990	39	92	92	92	48	44	48	44	48	44	1.4510359E9	1.58649421E9	1.4510359E9	1.58649421E9	1.4510359E9	1.58649421E9	
ENSG00000184588.17_65913315_66372678_736	ENSG00000184588.17_65913315_66372678_736			736	37.10				1.0000	0.9990	29	47	43	47	17	30	14	29	17	30	1.97473456E8	4.28912064E8	1.97473456E8	4.28912064E8	1.97473456E8	4.28912064E8	
ENSG00000184613.10_44875869_44508934_816	ENSG00000184613.10_44875869_44508934_816			816	31.40				1.0000	0.9990	25	55	55	55	32	23	32	23	32	23	4.60492928E8	3.28938592E8	4.60492928E8	3.28938592E8	4.60492928E8	3.28938592E8	
ENSG00000184619.3_8370306_8369134_390	ENSG00000184619.3_8370306_8369134_390			390	26.40				1.0000	0.9990	11	15	15	15	7	8	7	8	7	8	1.97419296E8	1.39429136E8	1.97419296E8	1.39429136E8	1.97419296E8	1.39429136E8	
ENSG00000184634.15_71118755_71142218_2177	ENSG00000184634.15_71118755_71142218_2177			2177	43.70				1.0000	0.9990	81	140	129	140	85	55	77	52	85	55	1.88581888E9	3.13136046E10	1.56864269E9	3.13136046E10	1.88581888E9	3.13136046E10	
ENSG00000184635.14_19901089_19934818_620	ENSG00000184635.14_19901089_19934818_620			620	32.70				1.0000	0.9990	10	13	13	15	8	5	8	5	10	5	3.97649024E8	0.0	3.97649024E8	0.0	3.97649024E8	0.0	
ENSG00000184640.17_77281536_77498658_586	ENSG00000184640.17_77281536_77498658_586			586	86.70				1.0000	0.9990	73	452	443	452	214	238	210	233	214	238	2.50978529E10	1.96277289E10	2.50978529E10	1.96277289E10	2.50978529E10	1.96277289E10	
ENSG00000184661.13_25460288_25507738_1007	ENSG00000184661.13_25460288_25507738_1007			1007	47.10				1.0000	0.9990	45	64	64	64	33	31	33	31	33	31	3.60668768E8	6.9355162E8	3.60668768E8	6.9355162E8	3.60668768E8	6.9355162E8	
ENSG00000184675.9_64193286_64189879_1135	ENSG00000184675.9_64193286_64189879_1135			1135	40.40				1.0000	0.9990	39	74	74	74	50	24	50	24	50	24	2.9487872E9	1.43177267E9	2.9487872E9	1.43177267E9	2.9487872E9	1.43177267E9	
ENSG00000184677.16_22489949_22526396_1239	ENSG00000184677.16_22489949_22526396_1239			1239	44.30				1.0000	0.9990	53	103	103	103	57	46	57	46	57	46	8.3099648E8	5.18374656E8	8.3099648E8	5.18374656E8	8.3099648E8	5.18374656E8	
ENSG00000184697.6_3016006_3015359_215	ENSG00000184697.6_3016006_3015359_215			215	18.10				1.0000	0.9990	4	9	7	9	7	2	6	1	7	2	1.25431014E9	4.82423584E8	1.25431014E9	4.82423584E8	1.25431014E9	4.82423584E8	
ENSG00000184702.17_19719689_19722484_322	ENSG00000184702.17_19719689_19722484_322			322	83.50				1.0000	0.9990	28	108	46	108	61	47	27	19	61	47	3.00811699E9	1.5585408E9	2.4536617E9	1.15126195E9	3.00811699E9	1.5585408E9	
ENSG00000184708.17_31488718_31439880_985	ENSG00000184708.17_31488718_31439880_985			985	45.90				1.0000	0.9990	45	90	90	90	43	47	43	47	43	47	1.04901158E9	1.30149581E9	1.04901158E9	1.30149581E9	1.04901158E9	1.30149581E9	
ENSG00000184731.5_46385_41608_321	ENSG00000184731.5_46385_41608_321			321	41.10				1.0000	0.9990	15	31	31	31	14	17	14	17	14	17	1.96189136E8	2.07714864E8	1.96189136E8	2.07714864E8	1.96189136E8	2.07714864E8	
ENSG00000184743.12_63671335_63629319_541	ENSG00000184743.12_63671335_63629319_541			541	62.50				1.0000	0.9990	33	116	116	116	64	52	64	52	64	52	5.2789827E9	5.4037627E9	5.2789827E9	5.4037627E9	5.2789827E9	5.4037627E9	
ENSG00000184787.18_44801748_44771377_165	ENSG00000184787.18_44801748_44771377_165			165	57.00				1.0000	0.9990	9	42	42	42	20	22	20	22	20	22	3.03977805E9	1.28477734E9	3.03977805E9	1.28477734E9	3.03977805E9	1.28477734E9	
ENSG00000184792.15_30694910_30906339_916	ENSG00000184792.15_30694910_30906339_916			916	63.50				1.0000	0.9990	41	69	69	95	37	32	37	32	51	44	2.75549952E8	1.15777254E9	2.75549952E8	1.15777254E9	2.744864E8	1.84389248E9	
ENSG00000184828.9_48041107_48029260_619	ENSG00000184828.9_48041107_48029260_619			619	16.50				1.0000	0.9990	9	15	15	15	7	8	7	8	7	8	2.8552448E8	1.05734202E9	2.8552448E8	1.05734202E9	2.8552448E8	1.05734202E9	
ENSG00000184831.13_23907702_23840342_198	ENSG00000184831.13_23907702_23840342_198			198	43.40				1.0000	0.9990	8	23	23	23	11	12	11	12	11	12	1.61395341E9	2.4576937E9	1.61395341E9	2.4576937E9	1.61395341E9	2.4576937E9	
ENSG00000184840.11_177592215_177595416_235	ENSG00000184840.11_177592215_177595416_235			235	70.20				1.0000	0.9990	23	186	148	186	85	101	68	80	85	101	1.96144497E10	2.08336507E10	1.78996429E10	1.84865423E10	1.96144497E10	2.08336507E10	
ENSG00000184857.7_8797614_8795952_213	ENSG00000184857.7_8797614_8795952_213			213	39.00				1.0000	0.9990	7	12	12	12	5	7	5	7	5	7	6.7490632E7	9.8395456E7	6.7490632E7	9.8395456E7	6.7490632E7	9.8395456E7	
ENSG00000184863.10_155644877_155775041_1170	ENSG00000184863.10_155644877_155775041_1170			1170	42.60				1.0000	0.9990	48	99	99	99	57	42	57	42	57	42	2.13942272E9	1.31905741E9	2.13942272E9	1.31905741E9	2.13942272E9	1.31905741E9	
ENSG00000184867.13_101657588_101655690_632	ENSG00000184867.13_101657588_101655690_632			632	70.40				1.0000	0.9990	34	69	69	69	35	34	35	34	35	34	1.34121587E9	5.5382189E8	1.34121587E9	5.5382189E8	1.34121587E9	5.5382189E8	
ENSG00000184887.13_105249644_105250672_342	ENSG00000184887.13_105249644_105250672_342			342	28.40				1.0000	0.9990	8	10	10	10	2	8	2	8	2	8	0.0	3.90113472E8	0.0	3.90113472E8	0.0	3.90113472E8	
ENSG00000184897.5_129315902_129315261_213	ENSG00000184897.5_129315902_129315261_213			213	60.60				1.0000	0.9990	18	199	199	199	107	92	107	92	107	92	2.04612895E10	1.47497226E10	2.04612895E10	1.47497226E10	2.04612895E10	1.47497226E10	
ENSG00000184898.6_151261727_151250906_357	ENSG00000184898.6_151261727_151250906_357			357	32.80				1.0000	0.9990	10	20	20	20	5	15	5	15	5	15	9.207508E7	4278017.0	9.207508E7	4278017.0	9.207508E7	4278017.0	
ENSG00000184903.9_111521447_110663602_175	ENSG00000184903.9_111521447_110663602_175			175	42.30				1.0000	0.9990	6	13	13	13	8	5	8	5	8	5	4.26608832E8	5.20243392E8	4.26608832E8	5.20243392E8	4.26608832E8	5.20243392E8	
ENSG00000184905.8_102126831_102127514_227	ENSG00000184905.8_102126831_102127514_227			227	72.20				1.0000	0.9990	22	55	55	55	30	25	30	25	30	25	1.1493929E9	7.1327923E8	1.1493929E9	7.1327923E8	1.1493929E9	7.1327923E8	
ENSG00000184916.8_105168095_105142695_1212	ENSG00000184916.8_105168095_105142695_1212			1212	30.50				1.0000	0.9990	25	35	35	35	20	15	20	15	20	15	1.27717504E9	7.9598573E8	1.27717504E9	7.9598573E8	1.27717504E9	7.9598573E8	
ENSG00000184924.5_24793377_24790411_140	ENSG00000184924.5_24793377_24790411_140			140	69.30				1.0000	0.9990	9	26	26	26	13	13	13	13	13	13	4.8024305E9	4.3228718E9	4.8024305E9	4.3228718E9	4.8024305E9	4.3228718E9	
ENSG00000184949.15_38605268_38586043_220	ENSG00000184949.15_38605268_38586043_220			220	39.10				1.0000	0.9990	9	16	16	16	10	6	10	6	10	6	6.916537E8	0.0	6.916537E8	0.0	6.916537E8	0.0	
ENSG00000184967.6_132144489_132152401_516	ENSG00000184967.6_132144489_132152401_516			516	59.10				1.0000	0.9990	31	58	58	58	32	26	32	26	32	26	1.23207078E9	9.8873421E8	1.23207078E9	9.8873421E8	1.23207078E9	9.8873421E8	
ENSG00000184979.9_18157769_18176817_337	ENSG00000184979.9_18157769_18176817_337			337	36.50				1.0000	0.9990	10	18	9	18	13	5	8	1	13	5	6.7084045E8	1.82874944E8	4.18028352E8	9.5873824E7	6.7084045E8	1.82874944E8	
ENSG00000184983.9_42090744_42086183_128	ENSG00000184983.9_42090744_42086183_128			128	75.80				1.0000	0.9990	14	81	81	81	38	43	38	43	38	43	8.8680479E9	1.24486052E10	8.8680479E9	1.24486052E10	8.8680479E9	1.24486052E10	
ENSG00000184985.16_7193097_7740264_1009	ENSG00000184985.16_7193097_7740264_1009			1009	35.50				1.0000	0.9990	27	36	36	36	19	17	19	17	19	17	2.42439264E8	8.4906458E8	2.42439264E8	8.4906458E8	2.42439264E8	8.4906458E8	
ENSG00000184990.12_104753202_104759485_175	ENSG00000184990.12_104753202_104759485_175			175	60.60				1.0000	0.9990	6	8	8	8	5	3	5	3	5	3	1.41211952E8	0.0	1.41211952E8	0.0	1.41211952E8	0.0	
ENSG00000184992.10_124993791_125025430_251	ENSG00000184992.10_124993791_125025430_251			251	29.50				1.0000	0.9990	7	19	19	19	13	6	13	6	13	6	1.31341786E9	7.2857016E7	1.31341786E9	7.2857016E7	1.31341786E9	7.2857016E7	
ENSG00000185000.11_144326636_144316554_488	ENSG00000185000.11_144326636_144316554_488			488	27.50				1.0000	0.9990	11	55	55	55	31	24	31	24	31	24	3.80061082E9	6.0814812E9	3.80061082E9	6.0814812E9	3.80061082E9	6.0814812E9	
ENSG00000185002.9_116877276_116931506_928	ENSG00000185002.9_116877276_116931506_928			928	39.80				1.0000	0.9990	30	41	41	41	26	15	26	15	26	15	7.2147834E8	3.8788672E8	7.2147834E8	3.8788672E8	7.2147834E8	3.8788672E8	
ENSG00000185009.12_74138379_74123810_418	ENSG00000185009.12_74138379_74123810_418			418	79.40				1.0000	0.9990	26	145	128	145	81	64	74	54	81	64	6.0109773E9	7.4773386E9	2.09438656E9	3.9145856E9	6.0109773E9	7.4773386E9	
ENSG00000185010.13_154993041_154837597_2186	ENSG00000185010.13_154993041_154837597_2186			2186	42.20				1.0000	0.9990	72	102	102	102	55	47	55	47	55	47	2.56417818E9	5.2337413E9	2.56417818E9	5.2337413E9	2.56417818E9	5.2337413E9	
ENSG00000185019.16_3123365_3110106_541	ENSG00000185019.16_3123365_3110106_541			541	51.40				1.0000	0.9990	23	42	42	42	24	18	24	18	24	18	1.14824776E8	5.8407078E8	1.14824776E8	5.8407078E8	1.14824776E8	5.8407078E8	
ENSG00000185022.11_38213854_38214878_164	ENSG00000185022.11_38213854_38214878_164			164	64.00				1.0000	0.9990	16	27	22	27	15	12	12	10	15	12	1.48103616E8	4.737304E8	1.48103616E8	4.737304E8	1.48103616E8	4.737304E8	
ENSG00000185024.16_105256547_105210551_530	ENSG00000185024.16_105256547_105210551_530			530	43.60				1.0000	0.9990	22	35	35	35	15	20	15	20	15	20	1.117082E8	3.96653632E8	1.117082E8	3.96653632E8	1.117082E8	3.96653632E8	
ENSG00000185033.14_90201594_90228643_832	ENSG00000185033.14_90201594_90228643_832			832	27.50				1.0000	0.9990	23	30	30	30	16	14	16	14	16	14	3.24979552E8	8.9350752E8	3.24979552E8	8.9350752E8	3.24979552E8	8.9350752E8	
ENSG00000185043.10_90233885_90230484_231	ENSG00000185043.10_90233885_90230484_231			231	58.40				1.0000	0.9990	16	28	28	28	14	14	14	14	14	14	3.19528224E8	2.11071923E9	3.19528224E8	2.11071923E9	3.19528224E8	2.11071923E9	
ENSG00000185049.14_2008959_1983319_528	ENSG00000185049.14_2008959_1983319_528			528	65.50				1.0000	0.9990	34	114	114	114	60	54	60	54	60	54	4.27709568E9	4.9253878E9	4.27709568E9	4.9253878E9	4.27709568E9	4.9253878E9	
ENSG00000185052.11_19212843_19721140_644	ENSG00000185052.11_19212843_19721140_644			644	22.70				1.0000	0.9990	13	29	29	29	10	19	10	19	10	19	7.8119688E7	6.1029971E8	7.8119688E7	6.1029971E8	7.8119688E7	6.1029971E8	
ENSG00000185070.10_85621515_85623497_660	ENSG00000185070.10_85621515_85623497_660			660	42.40				1.0000	0.9990	23	44	44	44	20	24	20	24	20	24	6.7283706E8	1.27574182E9	6.7283706E8	1.27574182E9	6.7283706E8	1.27574182E9	
ENSG00000185085.2_62653249_62647020_1019	ENSG00000185085.2_62653249_62647020_1019			1019	34.30				1.0000	0.9990	26	69	69	69	43	26	43	26	43	26	1.87206912E9	1.44379226E9	1.87206912E9	1.44379226E9	1.87206912E9	1.44379226E9	
ENSG00000185088.13_63157405_63154032_84	ENSG00000185088.13_63157405_63154032_84			84	51.20				1.0000	0.9990	8	61	61	61	22	39	22	39	22	39	4.1892749E10	4.1280528E10	4.1892749E10	4.1280528E10	4.1892749E10	4.1280528E10	
ENSG00000185101.12_434044_418371_762	ENSG00000185101.12_434044_418371_762			762	40.90				1.0000	0.9990	27	54	54	54	23	31	23	31	23	31	6.1461811E8	1.71374285E9	6.1461811E8	1.71374285E9	6.1461811E8	1.71374285E9	
ENSG00000185104.19_50959787_50441440_642	ENSG00000185104.19_50959787_50441440_642			642	53.10				1.0000	0.9990	31	79	79	79	34	45	34	45	34	45	1.42842189E9	1.67675123E9	1.42842189E9	1.67675123E9	1.42842189E9	1.67675123E9	
ENSG00000185115.5_29269705_29268791_304	ENSG00000185115.5_29269705_29268791_304			304	51.60				1.0000	0.9990	19	34	34	34	20	14	20	14	20	14	6.6746202E8	6.4472986E8	6.6746202E8	6.4472986E8	6.6746202E8	6.4472986E8	
ENSG00000185122.10_144291758_144314330_529	ENSG00000185122.10_144291758_144314330_529			529	37.10				1.0000	0.9990	28	65	48	65	40	25	28	20	40	25	1.31755238E9	1.22909581E9	1.61882944E9	9.1976499E8	1.31755238E9	1.22909581E9	
ENSG00000185127.6_169702460_169703035_191	ENSG00000185127.6_169702460_169703035_191			191	37.70				1.0000	0.9990	3	9	9	9	4	5	4	5	4	5	1.03742701E9	9.4651955E8	1.03742701E9	9.4651955E8	1.03742701E9	9.4651955E8	
ENSG00000185129.5_140114182_140115150_322	ENSG00000185129.5_140114182_140115150_322			322	56.50				1.0000	0.9990	20	78	71	78	30	48	28	43	30	48	5.0377789E9	4.28135168E9	5.0377789E9	4.28135168E9	5.0377789E9	4.28135168E9	
ENSG00000185133.13_31124941_31134419_939	ENSG00000185133.13_31124941_31134419_939			939	26.80				1.0000	0.9990	25	34	34	34	24	10	24	10	24	10	5.5942682E8	9.0132032E8	5.5942682E8	9.0132032E8	5.5942682E8	9.0132032E8	
ENSG00000185156.5_8799120_8797360_586	ENSG00000185156.5_8799120_8797360_586			586	14.80				1.0000	0.9990	10	17	17	17	8	9	8	9	8	9	3.69424896E8	4.65932032E8	3.69424896E8	4.65932032E8	3.69424896E8	4.65932032E8	
ENSG00000185163.9_132144296_132139272_666	ENSG00000185163.9_132144296_132139272_666			666	45.30				1.0000	0.9990	31	49	49	49	32	17	32	17	32	17	4.41195968E8	1.3013353E9	4.41195968E8	1.3013353E9	4.41195968E8	1.3013353E9	
ENSG00000185164.14_18562040_18500436_1222	ENSG00000185164.14_18562040_18500436_1222			1222	69.60				1.0000	0.9990	68	341	151	341	186	155	76	75	186	155	6.2803302E9	5.0685599E9	4.5986698E9	3.43849062E9	6.2803302E9	5.0685599E9	
ENSG00000185187.12_409874_405896_410	ENSG00000185187.12_409874_405896_410			410	50.00				1.0000	0.9990	25	58	58	58	29	29	29	29	29	29	1.10554816E9	1.45453005E9	1.10554816E9	1.45453005E9	1.10554816E9	1.45453005E9	
ENSG00000185215.8_103126458_103135360_654	ENSG00000185215.8_103126458_103135360_654			654	40.50				1.0000	0.9990	27	48	48	48	25	23	25	23	25	23	9.3712128E8	2.11586253E9	9.3712128E8	2.11586253E9	9.3712128E8	2.11586253E9	
ENSG00000185220.11_248913863_248918363_592	ENSG00000185220.11_248913863_248918363_592			592	23.00				1.0000	0.9990	11	13	13	13	10	3	10	3	10	3	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000185222.8_103357685_103357999_104	ENSG00000185222.8_103357685_103357999_104			104	80.80				1.0000	0.9990	11	18	18	18	10	8	10	8	10	8	2.11786768E8	1.29361848E8	2.11786768E8	1.29361848E8	2.11786768E8	1.29361848E8	
ENSG00000185238.12_20387747_20508413_531	ENSG00000185238.12_20387747_20508413_531			531	50.30				1.0000	0.9990	24	50	50	50	23	27	23	27	23	27	9.8672493E8	1.05639936E9	9.8672493E8	1.05639936E9	9.8672493E8	1.05639936E9	
ENSG00000185246.17_45095255_45114913_664	ENSG00000185246.17_45095255_45114913_664			664	51.70				1.0000	0.9990	29	71	71	71	41	30	41	30	41	30	9.5377504E8	1.22902221E9	9.5377504E8	1.22902221E9	9.5377504E8	1.22902221E9	
ENSG00000185250.15_109440590_109392826_311	ENSG00000185250.15_109440590_109392826_311			311	32.20				1.0000	0.9990	11	16	16	16	8	8	8	8	8	8	3.95679846E9	7.4533504E9	3.95679846E9	7.4533504E9	3.95679846E9	7.4533504E9	
ENSG00000185252.18_20394629_20406968_644	ENSG00000185252.18_20394629_20406968_644			644	42.50				1.0000	0.9990	26	36	36	41	20	16	20	16	23	18	2.86759392E8	1.12304486E10	2.86759392E8	1.12304486E10	2.86759392E8	1.12304486E10	
ENSG00000185267.9_14837946_14819980_187	ENSG00000185267.9_14837946_14819980_187			187	53.50				1.0000	0.9990	14	19	19	19	6	13	6	13	6	13	7.9261998E9	7.455233E9	7.9261998E9	7.455233E9	7.9261998E9	7.455233E9	
ENSG00000185272.13_14216187_14227293_281	ENSG00000185272.13_14216187_14227293_281			281	28.10				1.0000	0.9990	6	12	12	12	6	6	6	6	6	6	1.66010768E8	3.35164352E8	1.66010768E8	3.35164352E8	1.66010768E8	3.35164352E8	
ENSG00000185274.11_71132803_71712146_598	ENSG00000185274.11_71132803_71712146_598			598	19.90				1.0000	0.9990	12	20	20	20	12	8	12	8	12	8	1.6053856E8	1.02588384E9	1.6053856E8	1.02588384E9	1.6053856E8	1.02588384E9	
ENSG00000185278.15_173870226_173886124_503	ENSG00000185278.15_173870226_173886124_503			503	30.40				1.0000	0.9990	13	16	16	17	9	7	9	7	10	7	1.35184816E8	8.7202752E8	1.35184816E8	8.7202752E8	1.35184816E8	8.7202752E8	
ENSG00000185298.12_81666767_81672704_289	ENSG00000185298.12_81666767_81672704_289			289	58.10				1.0000	0.9990	18	26	26	26	15	11	15	11	15	11	4.11053472E8	3.47874432E8	4.11053472E8	3.47874432E8	4.11053472E8	3.47874432E8	
ENSG00000185305.10_54310479_53886561_204	ENSG00000185305.10_54310479_53886561_204			204	77.50				1.0000	0.9990	12	33	33	33	16	17	16	17	16	17	1.74407194E9	1.0737705E9	1.74407194E9	1.0737705E9	1.74407194E9	1.0737705E9	
ENSG00000185339.8_30607389_30626521_408	ENSG00000185339.8_30607389_30626521_408			408	66.70				1.0000	0.9990	25	43	43	43	22	21	22	21	22	21	1.26660518E9	1.14695014E9	1.26660518E9	1.14695014E9	1.26660518E9	1.14695014E9	
ENSG00000185344.13_123712566_123758032_856	ENSG00000185344.13_123712566_123758032_856			856	47.10				1.0000	0.9990	34	68	68	79	36	32	36	32	40	39	9.7638797E8	1.11398131E9	9.7638797E8	1.11398131E9	2.9754688E9	2.30842701E9	
ENSG00000185345.18_162727668_161350099_465	ENSG00000185345.18_162727668_161350099_465			465	55.70				1.0000	0.9990	20	34	34	34	19	15	19	15	19	15	0.0	3.5835744E8	0.0	3.5835744E8	0.0	3.5835744E8	
ENSG00000185352.8_96090926_96833198_450	ENSG00000185352.8_96090926_96833198_450			450	50.00				1.0000	0.9990	19	25	24	28	7	18	7	17	9	19	0.0	4.1456656E8	0.0	4.1456656E8	0.0	4.1456656E8	
ENSG00000185359.12_81684067_81701618_777	ENSG00000185359.12_81684067_81701618_777			777	47.50				1.0000	0.9990	40	151	151	151	73	78	73	78	73	78	8.6711511E9	7.1961344E9	8.6711511E9	7.1961344E9	8.6711511E9	7.1961344E9	
ENSG00000185379.20_35119568_35100953_333	ENSG00000185379.20_35119568_35100953_333			333	34.50				1.0000	0.9990	10	17	17	17	9	8	9	8	9	8	3.77600448E8	2.93490048E8	3.77600448E8	2.93490048E8	3.77600448E8	2.93490048E8	
ENSG00000185386.14_50270292_50264948_364	ENSG00000185386.14_50270292_50264948_364			364	36.30				1.0000	0.9990	12	14	14	25	11	3	11	3	17	8	3.10156416E8	7.5642712E7	3.10156416E8	7.5642712E7	4.2145175E9	7.3293204E9	
ENSG00000185418.15_101724387_101654582_802	ENSG00000185418.15_101724387_101654582_802			802	56.90				1.0000	0.9990	45	64	64	83	41	23	41	23	54	29	9.6810394E8	1.55399053E9	9.6810394E8	1.55399053E9	6.2810721E9	9.2407378E9	
ENSG00000185420.18_246507217_245749563_428	ENSG00000185420.18_246507217_245749563_428			428	56.30				1.0000	0.9990	24	41	41	41	18	23	18	23	18	23	1.35135539E9	2.22369203E9	1.35135539E9	2.22369203E9	1.35135539E9	2.22369203E9	
ENSG00000185432.11_50925039_50930150_244	ENSG00000185432.11_50925039_50930150_244			244	43.90				1.0000	0.9990	10	26	26	26	15	11	15	11	15	11	3.96630886E9	3.68704768E9	3.96630886E9	3.68704768E9	3.96630886E9	3.68704768E9	
ENSG00000185436.11_24187248_24157130_520	ENSG00000185436.11_24187248_24157130_520			520	20.80				1.0000	0.9990	15	30	30	30	21	9	21	9	21	9	1.22426752E9	0.0	1.22426752E9	0.0	1.22426752E9	0.0	
ENSG00000185442.12_92630247_92619170_107	ENSG00000185442.12_92630247_92619170_107			107	44.90				1.0000	0.9990	4	6	6	6	4	2	4	2	4	2	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000185453.12_48194746_48196827_693	ENSG00000185453.12_48194746_48196827_693			693	51.70				1.0000	0.9990	34	57	57	57	32	25	32	25	32	25	4.6029087E9	2.51468595E9	4.6029087E9	2.51468595E9	4.6029087E9	2.51468595E9	
ENSG00000185475.10_62787513_62790047_192	ENSG00000185475.10_62787513_62790047_192			192	18.80				1.0000	0.9990	2	6	6	6	2	4	2	4	2	4	2.71738784E8	4.85844448E8	2.71738784E8	4.85844448E8	2.71738784E8	4.85844448E8	
ENSG00000185477.4_89250110_89247780_776	ENSG00000185477.4_89250110_89247780_776			776	66.00				1.0000	0.9990	53	116	116	116	62	54	62	54	62	54	1.09532303E10	6.5760343E9	1.09532303E10	6.5760343E9	1.09532303E10	6.5760343E9	
ENSG00000185483.11_63774418_64178855_937	ENSG00000185483.11_63774418_64178855_937			937	35.50				1.0000	0.9990	33	53	24	53	31	22	11	13	31	22	5.34409088E8	4.4592064E8	6.6871994E8	2.08367376E8	5.34409088E8	4.4592064E8	
ENSG00000185499.16_155192843_155186135_475	ENSG00000185499.16_155192843_155186135_475			475	27.80				1.0000	0.9990	8	16	16	16	7	9	7	9	7	9	2.11074416E8	6.4658662E8	2.11074416E8	6.4658662E8	2.11074416E8	6.4658662E8	
