Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF-1 Spectral Count	sBC_nORF-2 Spectral Count	sBC_nORF-1 Unique Spectral Count	sBC_nORF-2 Unique Spectral Count	sBC_nORF-1 Total Spectral Count	sBC_nORF-2 Total Spectral Count	sBC_nORF-1 Intensity	sBC_nORF-2 Intensity	sBC_nORF-1 Unique Intensity	sBC_nORF-2 Unique Intensity	sBC_nORF-1 Total Intensity	sBC_nORF-2 Total Intensity	Indistinguishable Proteins
ENSG00000186001.12_45_2453	ENSG00000186001.12_45_2453			803	59.20				1.0000	0.9990	33	60	1	65	32	28	1	0	35	30	1.05829229E9	1.43703654E9	2.46116352E8	0.0	1.05829229E9	1.43703654E9	
ENSG00000186010.18_485_916	ENSG00000186010.18_485_916			144	96.50				1.0000	0.9990	19	100	37	100	59	41	23	14	59	41	5.3961503E9	1.48038216E10	1.25308595E9	7.37472E9	5.3961503E9	1.48038216E10	
ENSG00000186111.9_1_2121	ENSG00000186111.9_1_2121			707	47.00				1.0000	0.9990	28	59	4	59	28	31	2	2	28	31	6.3597158E8	7.1491891E8	0.0	0.0	6.3597158E8	7.1491891E8	
ENSG00000186812.12_154_1755	ENSG00000186812.12_154_1755			534	46.10				1.0000	0.9990	22	26	16	26	12	14	7	9	12	14	2.52898592E8	1.14206304E8	2.64966896E8	0.0	2.52898592E8	1.14206304E8	
ENSG00000186812.12_136_960	ENSG00000186812.12_136_960			275	30.90				1.0000	0.9990	9	1	1	11	1	0	1	0	6	5	0.0	0.0	0.0	0.0	1.0105252E8	2.264416E8	
ENSG00000187391.19_255_4619	ENSG00000187391.19_255_4619			1455	51.50				1.0000	0.9990	70	118	2	125	59	59	0	2	62	63	1.13856664E8	7.6621638E8	0.0	0.0	2.61448736E8	1.23938432E9	
ENSG00000187522.14_240_1766	ENSG00000187522.14_240_1766			509	72.50				1.0000	0.9990	34	64	57	64	33	31	28	29	33	31	2.73281434E9	1.29900928E9	2.73281434E9	1.29900928E9	2.73281434E9	1.29900928E9	
ENSG00000188175.9_24_1478	ENSG00000188175.9_24_1478			485	30.30				1.0000	0.9990	11	18	5	18	8	10	2	3	8	10	1.34139622E9	9.033545E8	1.02866776E8	0.0	1.34139622E9	9.033545E8	
ENSG00000188175.9_89_1438	ENSG00000188175.9_89_1438			450	32.40				1.0000	0.9990	9	1	1	14	1	0	1	0	7	7	0.0	0.0	0.0	0.0	1.34139622E9	9.033545E8	
ENSG00000188313.12_193_903	ENSG00000188313.12_193_903			237	41.80				1.0000	0.9990	9	28	0	28	18	10	0	0	18	10	2.69292E8	3.04976256E8	0.0	0.0	2.69292E8	3.04976256E8	ENSG00000188313.12_433_1365
ENSG00000188428.19_39_599	ENSG00000188428.19_39_599			187	84.00				1.0000	0.9990	20	42	9	42	25	17	6	3	25	17	1.11312563E9	3.10995845E10	8.4932808E7	6.4512314E8	1.11312563E9	3.10995845E10	
ENSG00000188452.13_102_1697	ENSG00000188452.13_102_1697			532	23.30				1.0000	0.9990	13	20	0	20	11	9	0	0	11	9	6.6597875E8	4.78089664E8	0.0	0.0	6.6597875E8	4.78089664E8	ENSG00000188452.13_1_1674
ENSG00000188641.12_102_3176	ENSG00000188641.12_102_3176			1025	51.70				1.0000	0.9990	51	99	88	99	56	43	49	39	56	43	9.9923712E8	0.0	9.9923712E8	0.0	9.9923712E8	0.0	
ENSG00000188732.10_90_875	ENSG00000188732.10_90_875			262	83.60				1.0000	0.9990	15	27	1	27	15	12	1	0	15	12	7.2010592E8	1.48810848E8	1.060052E8	0.0	7.2010592E8	1.48810848E8	
ENSG00000188807.12_10_2007	ENSG00000188807.12_10_2007			666	48.30				1.0000	0.9990	24	87	21	87	52	35	10	11	52	35	3.12948275E9	3.1624873E9	6.093596E7	7.907968E8	3.12948275E9	3.1624873E9	
ENSG00000188811.13_323_1363	ENSG00000188811.13_323_1363			347	39.80				1.0000	0.9990	14	62	0	62	33	29	0	0	33	29	3.78970368E9	2.27500954E9	0.0	0.0	3.78970368E9	2.27500954E9	
ENSG00000188811.13_26_442	ENSG00000188811.13_26_442			139	33.80				1.0000	0.9990	6	1	1	28	1	0	1	0	14	14	0.0	0.0	0.0	0.0	3.89484544E9	2.16680192E9	
ENSG00000189077.10_47_1012	ENSG00000189077.10_47_1012			322	46.00				1.0000	0.9990	20	53	7	53	35	18	5	2	35	18	1.79571558E9	1.87030502E9	0.0	0.0	1.79571558E9	1.87030502E9	
ENSG00000196090.12_1_4353	ENSG00000196090.12_1_4353			1451	38.20				1.0000	0.9990	39	72	3	74	40	32	3	0	40	34	7.332737E9	2.47412045E9	0.0	0.0	7.332737E9	2.47412045E9	
ENSG00000196090.12_110_4429	ENSG00000196090.12_110_4429			1440	38.30				1.0000	0.9990	38	2	2	71	1	1	1	1	38	33	3.81290976E8	0.0	3.81290976E8	0.0	7.332737E9	2.47412045E9	
ENSG00000196091.13_88_3456	ENSG00000196091.13_88_3456			1123	34.00				1.0000	0.9990	36	69	6	69	42	27	3	3	42	27	3.90860288E9	1.89713344E9	0.0	0.0	3.90860288E9	1.89713344E9	
ENSG00000196352.14_235_1566	ENSG00000196352.14_235_1566			444	41.40				1.0000	0.9990	2	2	2	2	2	0	2	0	2	0	8.2574632E7	0.0	8.2574632E7	0.0	8.2574632E7	0.0	
ENSG00000196352.14_66_1385	ENSG00000196352.14_66_1385			440	35.90				1.0000	0.9990	1	2	2	2	1	1	1	1	1	1	1.0603868E8	0.0	1.0603868E8	0.0	1.0603868E8	0.0	
ENSG00000196476.11_299_1228	ENSG00000196476.11_299_1228			310	43.90				1.0000	0.9990	15	18	4	19	12	6	3	1	13	6	5.22399232E8	2.74038464E8	5.22399232E8	2.74038464E8	5.22399232E8	2.74038464E8	
ENSG00000196693.14_236_2449	ENSG00000196693.14_236_2449			738	46.50				1.0000	0.9990	27	20	18	36	11	9	9	9	21	15	5.3196216E9	5.34569824E8	5.3196216E9	5.34569824E8	5.3196216E9	5.34569824E8	
ENSG00000196776.14_107_1075	ENSG00000196776.14_107_1075			323	24.80				1.0000	0.9990	10	32	5	32	16	16	2	3	16	16	3.88245171E9	5.5561518E9	1.31241395E9	8.1919174E8	3.88245171E9	5.5561518E9	
ENSG00000196923.13_68_1438	ENSG00000196923.13_68_1438			457	73.30				1.0000	0.9990	34	84	51	84	50	34	34	17	50	34	1.32582221E9	5.81816E8	1.32582221E9	5.81816E8	1.32582221E9	5.81816E8	
ENSG00000197006.13_237_1127	ENSG00000197006.13_237_1127			297	50.20				1.0000	0.9990	15	26	0	26	13	13	0	0	13	13	5.7957997E8	1.24621478E9	0.0	0.0	5.7957997E8	1.24621478E9	ENSG00000197006.13_319_1212
ENSG00000197008.9_200_1138	ENSG00000197008.9_200_1138			313	49.20				1.0000	0.9990	16	18	5	19	8	10	2	3	8	11	2.46734304E8	3.28532582E9	0.0	0.0	2.46734304E8	3.28532582E9	
ENSG00000197062.11_128_1561	ENSG00000197062.11_128_1561			478	51.70				1.0000	0.9990	21	34	7	34	17	17	4	3	17	17	5.2833936E8	9.1832013E8	4.56369376E8	7.2502579E8	5.2833936E8	9.1832013E8	
ENSG00000197122.11_5_1630	ENSG00000197122.11_5_1630			542	64.90				1.0000	0.9990	34	139	1	139	64	75	0	1	64	75	4.9932058E9	1.1391701E10	0.0	2.12723808E8	4.9932058E9	1.1391701E10	
ENSG00000010810.17_608_2218	ENSG00000010810.17_608_2218			537	57.90				1.0000	0.9990	31	53	8	69	23	30	4	4	33	36	1.29059405E9	1.55103219E9	2.634932E8	1.35215984E8	1.99388032E9	3.6748247E9	
ENSG00000010810.17_223_1824	ENSG00000010810.17_223_1824			534	50.00				1.0000	0.9990	27	1	1	62	1	0	1	0	30	32	2.95904768E8	0.0	2.95904768E8	0.0	1.99388032E9	3.6748247E9	
ENSG00000197323.11_85_3414	ENSG00000197323.11_85_3414			1110	46.00				1.0000	0.9990	49	56	3	103	29	27	2	1	54	49	8.4250989E8	3.51869184E9	7.54174E7	0.0	8.4250989E8	3.51869184E9	
ENSG00000197323.11_387_2663	ENSG00000197323.11_387_2663			759	49.30				1.0000	0.9990	31	6	2	53	5	1	2	0	30	23	2.26391472E8	2.02151888E8	3.0957726E7	0.0	5.673687E8	1.33659482E9	
ENSG00000197323.11_85_3465	ENSG00000197323.11_85_3465			1127	45.10				0.1921	0.9990	48	47	0	104	25	22	0	0	55	49	6.0682714E8	1.27072794E9	0.0	0.0	8.4250989E8	3.51869184E9	
ENSG00000197448.13_72_749	ENSG00000197448.13_72_749			226	73.00				1.0000	0.9990	19	344	10	344	175	169	5	5	175	169	4.2223481E10	5.0686894E10	7.4695547E9	1.63622236E10	4.2223481E10	5.0686894E10	
ENSG00000197451.11_226_1080	ENSG00000197451.11_226_1080			285	57.90				1.0000	0.9990	22	193	4	193	84	109	1	3	84	109	1.47548652E10	2.55635866E10	0.0	7.2335891E8	1.47548652E10	2.55635866E10	
ENSG00000197461.13_394_1026	ENSG00000197461.13_394_1026			211	52.10				1.0000	0.9990	8	18	1	18	8	10	1	0	8	10	1.06818003E9	9.0163014E8	0.0	0.0	1.06818003E9	9.0163014E8	
ENSG00000197603.13_232_9822	ENSG00000197603.13_232_9822			3197	32.00				1.0000	0.9990	89	138	63	138	71	67	32	31	71	67	2.35343002E9	1.17457126E9	2.40788224E8	1.17457126E9	2.35343002E9	1.17457126E9	
ENSG00000197603.13_199_5667	ENSG00000197603.13_199_5667			1823	33.80				1.0000	0.9990	52	12	10	70	8	4	6	4	41	29	0.0	8.8540056E7	0.0	8.8540056E7	8.7528704E7	2.3238656E8	
ENSG00000197965.11_203_1009	ENSG00000197965.11_203_1009			269	43.50				1.0000	0.9990	13	46	19	46	26	20	10	9	26	20	2.50744806E9	6.8423752E9	4.708928E8	4.18805664E8	2.50744806E9	6.8423752E9	
ENSG00000198130.15_323_1453	ENSG00000198130.15_323_1453			377	72.40				1.0000	0.9990	33	190	17	190	100	90	8	9	100	90	1.73249618E10	9.4961152E9	3.2963671E9	5.5398298E9	1.73249618E10	9.4961152E9	
ENSG00000198130.15_46_357	ENSG00000198130.15_46_357			104	43.30				1.0000	0.9990	7	1	1	22	1	0	1	0	13	9	5.0552656E7	0.0	5.0552656E7	0.0	7.8263388E9	7.6436518E8	
ENSG00000198160.14_71_1765	ENSG00000198160.14_71_1765			565	64.60				1.0000	0.9990	33	67	4	67	32	35	3	1	32	35	1.81683981E9	6.56208E8	3.70630368E8	1.8460576E8	1.81683981E9	6.56208E8	
ENSG00000198363.17_118_2304	ENSG00000198363.17_118_2304			729	56.10				1.0000	0.9990	49	301	222	301	127	174	90	132	127	174	2.15531909E10	2.38355169E10	4.8525455E9	2.13416284E10	2.15531909E10	2.38355169E10	
ENSG00000198363.17_87_761	ENSG00000198363.17_87_761			225	49.80				1.0000	0.9990	14	22	0	66	8	14	0	0	32	34	1.5223264E8	1.78377114E9	0.0	0.0	1.83481324E10	1.09744783E10	
ENSG00000198363.17_444_1151	ENSG00000198363.17_444_1151			236	37.70				1.0000	0.9990	4	2	2	78	2	0	2	0	37	41	9.7242744E7	0.0	9.7242744E7	0.0	2.1122773E10	1.04546294E10	
ENSG00000198498.9_342_950	ENSG00000198498.9_342_950			203	55.20				1.0000	0.9990	14	32	19	32	16	16	8	11	16	16	1.41447693E9	1.85244186E9	3.67756032E8	1.03101389E9	1.41447693E9	1.85244186E9	
ENSG00000198728.10_344_1576	ENSG00000198728.10_344_1576			411	72.70				1.0000	0.9990	23	61	53	61	35	26	30	23	35	26	6.0899853E8	1.12529203E9	6.0899853E8	1.12529203E9	6.0899853E8	1.12529203E9	
ENSG00000169744.12_180_1190	ENSG00000169744.12_180_1190			337	59.30				1.0000	0.9990	3	1	1	9	1	0	1	0	6	3	0.0	0.0	0.0	0.0	2.87417728E8	3.5147404E7	
ENSG00000169744.12_427_1443	ENSG00000169744.12_427_1443			339	58.70				1.0000	0.9990	3	1	1	9	0	1	0	1	5	4	0.0	0.0	0.0	0.0	2.87417728E8	3.5147404E7	
ENSG00000198752.10_290_5422	ENSG00000198752.10_290_5422			1711	68.80				1.0000	0.9990	140	395	365	395	191	204	175	190	191	204	5.812609E9	2.76742528E9	5.812609E9	2.76742528E9	5.812609E9	2.76742528E9	
ENSG00000143776.18_944_6205	ENSG00000143776.18_944_6205			1754	54.70				1.0000	0.9990	103	188	1	213	102	86	1	0	114	99	4.7972828E9	2.23979725E9	0.0	0.0	4.20790272E9	3.87278387E9	
ENSG00000198836.8_235_3225	ENSG00000198836.8_235_3225			997	67.80				1.0000	0.9990	82	249	0	249	126	123	0	0	126	123	9.235329E9	1.08736755E9	0.0	0.0	9.235329E9	1.08736755E9	
ENSG00000198898.13_140_997	ENSG00000198898.13_140_997			286	89.50				1.0000	0.9990	25	362	166	362	205	157	94	72	205	157	4.2322256E10	5.7482318E10	2.16450744E10	1.86798244E10	4.2322256E10	5.7482318E10	
ENSG00000198901.13_1213_3030	ENSG00000198901.13_1213_3030			606	51.70				1.0000	0.9990	33	85	1	85	35	50	1	0	35	50	1.65111142E9	2.53874242E11	0.0	0.0	1.65111142E9	2.53874242E11	
ENSG00000198931.10_46_585	ENSG00000198931.10_46_585			180	91.10				1.0000	0.9990	14	101	36	101	55	46	19	17	55	46	1.29420268E10	1.63568886E10	5.2532224E9	3.34063667E9	1.29420268E10	1.63568886E10	
ENSG00000203950.6_68_406	ENSG00000203950.6_68_406			113	75.20				1.0000	0.9990	13	24	1	24	16	8	1	0	16	8	7.9441382E8	8.8645658E8	0.0	0.0	7.9441382E8	8.8645658E8	
ENSG00000204120.14_196_4092	ENSG00000204120.14_196_4092			1299	56.70				1.0000	0.9990	77	172	8	172	90	82	4	4	90	82	3.67988173E9	4.7302057E9	1.11392026E9	6.7691328E8	3.67988173E9	4.7302057E9	
ENSG00000204120.14_227_4186	ENSG00000204120.14_227_4186			1320	56.10				1.0000	0.9990	74	15	9	171	7	8	6	3	88	83	6.9742541E8	5.27356608E8	6.5242355E8	3.98826016E8	3.67988173E9	4.7302057E9	
ENSG00000204231.10_294_1811	ENSG00000204231.10_294_1811			506	39.70				1.0000	0.9990	28	60	29	60	31	29	16	13	31	29	6.2835405E8	6.5737389E8	6.2835405E8	6.5737389E8	6.2835405E8	6.5737389E8	
ENSG00000204463.12_161_3538	ENSG00000204463.12_161_3538			1126	46.80				1.0000	0.9990	38	210	16	210	118	92	9	7	118	92	3.08656026E9	2.45012685E9	8.3173152E8	1.53114816E9	3.08656026E9	2.45012685E9	
ENSG00000204469.12_950_6673	ENSG00000204469.12_950_6673			1908	60.50				1.0000	0.9990	117	280	279	280	145	135	144	135	145	135	6.5364792E9	2.89775718E9	6.5364792E9	2.89775718E9	6.5364792E9	2.89775718E9	
ENSG00000204514.9_236_2800	ENSG00000204514.9_236_2800			855	44.00				1.0000	0.9990	29	27	21	43	14	13	10	11	22	21	4.45855648E8	9.8360624E7	4.45855648E8	0.0	4.6636928E8	6.7606029E8	
ENSG00000205155.7_198_488	ENSG00000205155.7_198_488			97	45.40				1.0000	0.9990	7	14	12	14	6	8	6	6	6	8	0.0	1.81971456E8	0.0	1.81971456E8	0.0	1.81971456E8	
ENSG00000205531.12_142_1299	ENSG00000205531.12_142_1299			386	68.70				1.0000	0.9990	27	80	2	90	35	45	0	2	39	51	2.54380974E10	1.09133025E10	0.0	0.0	3.07634545E10	1.17754757E10	
ENSG00000187109.13_413_1585	ENSG00000187109.13_413_1585			391	63.40				1.0000	0.9990	19	124	0	124	77	47	0	0	77	47	3.14719293E10	1.40395868E10	0.0	0.0	3.14719293E10	1.40395868E10	
ENSG00000187109.13_229_1194	ENSG00000187109.13_229_1194			322	55.60				1.0000	0.9990	15	3	3	81	1	2	1	2	44	37	1.86830368E8	3.21067328E8	1.86830368E8	3.21067328E8	3.14719293E10	1.40395868E10	
ENSG00000205683.11_29_1099	ENSG00000205683.11_29_1099			357	56.30				1.0000	0.9990	18	24	7	24	12	12	3	4	12	12	4.1479632E8	1.79938544E8	0.0	9368237.0	4.1479632E8	1.79938544E8	
ENSG00000205758.11_87_1133	ENSG00000205758.11_87_1133			349	51.90				1.0000	0.9990	16	44	12	44	23	21	6	6	23	21	1.03766938E9	1.50729626E9	8.7432525E8	1.21635482E9	1.03766938E9	1.50729626E9	
ENSG00000213066.11_232_1428	ENSG00000213066.11_232_1428			399	66.40				1.0000	0.9990	24	54	2	54	26	28	2	0	26	28	7.6482157E8	9.9509389E8	3.0196372E7	0.0	7.6482157E8	9.9509389E8	
ENSG00000213366.12_57_704	ENSG00000213366.12_57_704			216	96.80				1.0000	0.9990	31	207	18	207	112	95	8	10	112	95	4.5173146E10	5.2085621E10	7.0451681E9	9.985623E9	4.5173146E10	5.2085621E10	
ENSG00000213366.12_101_754	ENSG00000213366.12_101_754			218	90.80				1.0000	0.9990	28	7	7	182	2	5	2	5	99	83	0.0	0.0	0.0	0.0	4.5173146E10	5.2085621E10	
ENSG00000134184.12_61_708	ENSG00000134184.12_61_708			216	95.40				1.0000	0.9990	28	67	5	123	35	32	4	1	59	64	4.3960141E9	5.3860004E9	2.0897161E9	1.14375584E8	1.49547244E10	1.34612285E10	
ENSG00000168765.16_275_853	ENSG00000168765.16_275_853			193	81.90				1.0000	0.9990	18	11	11	90	5	6	5	6	39	51	4.00475936E8	5.7838259E8	4.00475936E8	5.7838259E8	1.32622653E10	1.3371775E10	
ENSG00000213625.8_16_444	ENSG00000213625.8_16_444			143	18.20				1.0000	0.9990	2	4	2	4	2	2	1	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000213639.9_273_1253	ENSG00000213639.9_273_1253			327	81.30				1.0000	0.9990	29	287	123	287	140	147	62	61	140	147	1.18395761E10	2.19866931E10	5.5608576E9	7.2692649E9	1.18395761E10	2.19866931E10	
ENSG00000172531.14_150_1139	ENSG00000172531.14_150_1139			330	68.80				1.0000	0.9990	26	59	28	223	31	28	17	11	109	114	8.5441152E9	1.72920873E10	3.5261289E9	1.04466053E10	1.62963825E10	2.2190336E10	
ENSG00000186298.11_233_1243	ENSG00000186298.11_233_1243			337	70.30				1.0000	0.9990	26	16	1	208	7	9	0	1	98	110	3.77627469E9	3.82216806E9	0.0	0.0	1.62963825E10	2.2190336E10	
ENSG00000213930.11_43_1179	ENSG00000213930.11_43_1179			379	55.70				1.0000	0.9990	22	91	59	91	52	39	36	23	52	39	2.9158272E9	5.3662316E9	1.66879578E9	3.8229463E9	2.9158272E9	5.3662316E9	
ENSG00000213983.11_157_2295	ENSG00000213983.11_157_2295			713	47.10				1.0000	0.9990	46	12	0	123	8	4	0	0	70	53	4.8228972E7	0.0	0.0	0.0	2.48332032E9	1.06391443E9	
ENSG00000213983.11_757_3111	ENSG00000213983.11_757_3111			785	53.00				1.0000	0.9990	47	126	15	126	73	53	11	4	73	53	2.94621619E9	2.62681498E9	1.50922931E9	1.89353779E9	2.94621619E9	2.62681498E9	
ENSG00000213983.11_328_1143	ENSG00000213983.11_328_1143			272	58.10				1.0000	0.9990	25	2	2	58	2	0	2	0	38	20	0.0	0.0	0.0	0.0	1.8260265E9	1.10896E9	
ENSG00000214113.10_207_479	ENSG00000214113.10_207_479			91	76.90				1.0000	0.9990	12	37	18	37	17	20	10	8	17	20	1.5786953E9	2.51005414E9	6.2079091E8	8.448727E8	1.5786953E9	2.51005414E9	
ENSG00000215301.9_480_2465	ENSG00000215301.9_480_2465			662	86.70				1.0000	0.9990	73	467	97	541	224	243	47	50	266	275	1.70857216E10	9.7924526E9	7.6648515E9	3.7833303E9	2.54229443E10	1.96551229E10	
ENSG00000067048.16_107_2086	ENSG00000067048.16_107_2086			660	77.30				1.0000	0.9990	68	70	70	501	37	33	37	33	252	249	2.46590413E9	5.2876339E9	2.46590413E9	5.2876339E9	2.54229443E10	1.96551229E10	
ENSG00000108654.13_403_2244	ENSG00000108654.13_403_2244			614	81.40				1.0000	0.9990	72	268	268	437	132	136	132	136	219	218	4.4941255E10	4.4854071E10	4.4941255E10	4.4854071E10	4.8171471E10	4.3023196E10	
ENSG00000100201.20_313_2262	ENSG00000100201.20_313_2262			650	74.00				1.0000	0.9990	61	585	4	585	301	284	2	2	301	284	6.5411637E10	6.9200036E10	0.0	0.0	6.5411637E10	6.9200036E10	
ENSG00000100201.20_338_2293	ENSG00000100201.20_338_2293			652	73.30				1.0000	0.9990	58	3	3	584	3	0	3	0	302	282	0.0	0.0	0.0	0.0	6.5411637E10	6.9200036E10	
ENSG00000215712.10_103_525	ENSG00000215712.10_103_525			141	70.90				1.0000	0.9990	11	15	4	15	4	11	1	3	4	11	0.0	1.14542067E9	8.6364216E7	1.4670144E8	0.0	1.14542067E9	
ENSG00000232388.4_133_414	ENSG00000232388.4_133_414			94	61.70				1.0000	0.9990	4	6	2	6	5	1	2	0	5	1	1.33886E8	0.0	0.0	0.0	1.33886E8	0.0	
ENSG00000232388.4_60_344	ENSG00000232388.4_60_344			95	62.10				0.9999	0.9990	4	1	1	5	1	0	1	0	4	1	0.0	0.0	0.0	0.0	1.33886E8	0.0	
ENSG00000235098.8_256_777	ENSG00000235098.8_256_777			174	64.40				1.0000	0.9990	9	16	9	16	11	5	7	2	11	5	2.6439392E8	2.22232384E8	2.03963952E8	2.22232384E8	2.6439392E8	2.22232384E8	
ENSG00000237441.9_497_2827	ENSG00000237441.9_497_2827			777	49.50				1.0000	0.9990	34	68	43	68	39	29	23	20	39	29	1.39796173E9	9.2482227E8	1.57392333E9	2.73109664E8	1.39796173E9	9.2482227E8	
ENSG00000242110.7_10_1191	ENSG00000242110.7_10_1191			394	70.60				1.0000	0.9990	30	116	1	116	70	46	1	0	70	46	1.00374282E10	5.657985E9	0.0	0.0	1.00374282E10	5.657985E9	
ENSG00000242110.7_66_929	ENSG00000242110.7_66_929			288	54.20				1.0000	0.9990	17	1	1	63	0	1	0	1	31	32	0.0	0.0	0.0	0.0	8.5877565E9	5.5558789E9	
ENSG00000247077.6_59_925	ENSG00000247077.6_59_925			289	81.30				1.0000	0.9990	32	167	47	167	96	71	30	17	96	71	1.04858706E10	5.1921423E9	3.27108275E9	3.62020915E9	1.04858706E10	5.1921423E9	
ENSG00000248919.7_24_2270	ENSG00000248919.7_24_2270			749	52.70				1.0000	0.9990	36	98	62	98	51	47	32	30	51	47	1.87707945E10	1.61862861E10	8.4572631E9	1.10068797E10	1.87707945E10	1.61862861E10	
ENSG00000241468.7_191_472	ENSG00000241468.7_191_472			94	44.70				1.0000	0.9990	5	11	0	44	6	5	0	0	23	21	3.26486426E9	1.57631834E9	0.0	0.0	1.43615959E10	8.2314967E9	
ENSG00000253305.2_1_2790	ENSG00000253305.2_1_2790			930	33.30				1.0000	0.9990	24	34	0	35	17	17	0	0	17	18	3.7961933E10	5.7012433E10	0.0	0.0	3.7961933E10	5.7012433E10	
ENSG00000240184.6_115_2916	ENSG00000240184.6_115_2916			934	27.50				1.0000	0.9990	20	27	27	27	17	10	17	10	17	10	1.77507136E8	2.79803264E8	1.77507136E8	2.79803264E8	1.77507136E8	2.79803264E8	
ENSG00000242419.5_1_2814	ENSG00000242419.5_1_2814			938	32.00				1.0000	0.9990	17	49	49	49	26	23	26	23	26	23	6.9431078E8	3.91994336E8	6.9431078E8	3.91994336E8	6.9431078E8	3.91994336E8	
ENSG00000253953.2_121_2769	ENSG00000253953.2_121_2769			883	25.80				1.0000	0.9990	15	49	45	49	24	25	23	22	24	25	7.2494726E8	1.23219802E9	7.2494726E8	1.20413171E9	7.2494726E8	1.23219802E9	
ENSG00000253846.2_1_2808	ENSG00000253846.2_1_2808			936	24.70				1.0000	0.9990	16	22	22	22	16	6	16	6	16	6	2.06651149E9	6.5302227E8	2.06651149E9	6.5302227E8	2.06651149E9	6.5302227E8	
ENSG00000254122.2_170_2956	ENSG00000254122.2_170_2956			929	26.50				1.0000	0.9990	16	16	16	23	7	9	7	9	9	14	0.0	4.89590848E8	0.0	4.89590848E8	3.7961933E10	5.7117086E10	
ENSG00000276547.1_121_2769	ENSG00000276547.1_121_2769			883	22.80				1.0000	0.9990	15	14	14	18	5	9	5	9	6	12	3.2858378E7	3.604872E7	3.2858378E7	3.604872E7	3.2858378E7	1.66240992E8	
ENSG00000253738.1_402_557	ENSG00000253738.1_402_557			52	48.10				1.0000	0.9990	4	9	5	9	4	5	2	3	4	5	6.6487379E8	1.07427379E9	1.99989264E8	2.81374144E8	6.6487379E8	1.07427379E9	
ENSG00000254685.6_68_1849	ENSG00000254685.6_68_1849			594	56.10				1.0000	0.9990	32	61	43	61	33	28	24	19	33	28	1.02709466E9	8.8669581E8	6.2006074E8	9.3240742E8	1.02709466E9	8.8669581E8	
ENSG00000259030.6_36_2126	ENSG00000259030.6_36_2126			697	26.70				1.0000	0.9990	21	15	15	33	10	5	10	5	19	14	2.18207584E8	3.51630656E8	2.18207584E8	3.51630656E8	7.4150976E8	4.41555232E8	
ENSG00000256500.5_41_2197	ENSG00000256500.5_41_2197			719	80.80				1.0000	0.9990	62	240	3	240	121	119	0	3	121	119	6.8492611E9	1.19454003E10	0.0	0.0	6.8492611E9	1.19454003E10	
ENSG00000126214.21_281_2143	ENSG00000126214.21_281_2143			621	78.40				1.0000	0.9990	56	10	1	232	6	4	1	0	120	112	3.6541764E7	9.6002335E9	3.6541764E7	0.0	4.7546163E9	1.8741035E10	
ENSG00000126214.21_315_2021	ENSG00000126214.21_315_2021			569	78.90				1.0000	0.9990	52	10	10	229	4	6	4	6	118	111	1.7206976E8	4.18156288E8	1.7206976E8	4.18156288E8	6.8492611E9	1.19454003E10	
ENSG00000126214.21_277_1947	ENSG00000126214.21_277_1947			557	80.80				1.0000	0.9990	53	3	3	226	2	1	2	1	117	109	0.0	1.10490528E8	0.0	1.10490528E8	6.8492611E9	1.19454003E10	
ENSG00000259431.5_353_1042	ENSG00000259431.5_353_1042			230	73.50				1.0000	0.9990	17	42	21	42	25	17	12	9	25	17	2.25796122E9	2.01194534E9	1.04234317E9	5.8523622E8	2.25796122E9	2.01194534E9	
ENSG00000263001.5_405_3383	ENSG00000263001.5_405_3383			993	69.20				1.0000	0.9990	86	363	19	363	187	176	10	9	187	176	1.59415992E10	1.43668634E10	5.26959616E8	3.5426281E9	1.59415992E10	1.43668634E10	
ENSG00000263001.5_332_3247	ENSG00000263001.5_332_3247			972	71.80				1.0000	0.9990	86	1	1	345	1	0	1	0	178	167	3.69351872E8	0.0	3.69351872E8	0.0	1.59415992E10	1.43668634E10	
ENSG00000263001.5_332_3187	ENSG00000263001.5_332_3187			952	71.70				1.0000	0.9990	84	1	1	340	1	0	1	0	176	164	3.890118E7	0.0	3.890118E7	0.0	1.59415992E10	1.43668634E10	
ENSG00000266094.7_1_954	ENSG00000266094.7_1_954			318	47.20				1.0000	0.9990	18	30	2	30	11	19	1	1	11	19	5.6203635E8	4.50355008E8	0.0	0.0	5.6203635E8	4.50355008E8	
ENSG00000269713.7_1078_4203	ENSG00000269713.7_1078_4203			1042	40.20				1.0000	0.9990	30	44	10	44	28	16	4	6	28	16	1.21338406E9	2.39031808E8	4.83686016E8	2.39031808E8	1.21338406E9	2.39031808E8	
ENSG00000269897.5_10_1416	ENSG00000269897.5_10_1416			469	58.60				1.0000	0.9990	27	85	31	85	42	43	15	16	42	43	3.79928294E9	2.93540275E9	1.7394903E9	1.88436275E9	3.79928294E9	2.93540275E9	
ENSG00000148444.15_445_1029	ENSG00000148444.15_445_1029			195	64.60				1.0000	0.9990	13	7	7	58	3	4	3	4	29	29	3.7086848E8	2.63465632E8	3.7086848E8	2.63465632E8	3.79928294E9	2.93540275E9	
